hwt10
Partitioned - Decimal
 14261: 0012020112 3821
 14262: 2002002011 40882
 14263: 0021020112 5279
 14264: 0022020112 6008
 14265: 2010002011 41611
 14266: 0101020112 7466
 14267: 0102020112 8195
 14268: 0110020112 8924
 14269: 1110201120 28959
 14270: 1120201120 31146
 14271: 0120020112 11111
 14272: 1210201120 35520
 14273: 1220201120 37707
 14274: 2020002011 43798
 14275: 0201020112 14027
 14276: 0202020112 14756
 14277: 0210020112 15485
 14278: 2110201120 48642
 14279: 2120201120 50829
 14280: 0220020112 17672
 14281: 2210201120 55203
 14282: 2220201120 57390
 14283: 2100002011 45985
 14284: 1001020112 20588
 14285: 1002020112 21317
 14286: 1010020112 22046
 14287: 0110201121 9277
 14288: 0120201121 11464
 14289: 1020020112 24233
 14290: 0210201121 15838
 14291: 0220201121 18025
 14292: 1100020112 26420
 14293: 1010201121 22399
 14294: 1020201121 24586
 14295: 1100201121 26773
 14296: 1102011211 27832
 14297: 1202011211 34393
 14298: 1200201121 33334
 14299: 2102011211 47515
 14300: 2202011211 54076
 14301: 1200020112 32981
 14302: 2010201121 42082
 14303: 2020201121 44269
 14304: 2100201121 46456
 14305: 1102011212 27833
 14306: 1202011212 34394
 14307: 2200201121 53017
 14308: 2102011212 47516
 14309: 2202011212 54077
 14310: 2200002011 52546
 14311: 2001020112 40271
 14312: 2002020112 41000
 14313: 2010020112 41729
 14314: 0110201122 9278
 14315: 0120201122 11465
 14316: 2020020112 43916
 14317: 0210201122 15839
 14318: 0220201122 18026
 14319: 2100020112 46103
 14320: 1010201122 22400
 14321: 1020201122 24587
 14322: 1100201122 26774
 14323: 1102011221 27835
 14324: 1202011221 34396
 14325: 1200201122 33335
 14326: 2102011221 47518
 14327: 2202011221 54079
 14328: 2200020112 52664
 14329: 2010201122 42083
 14330: 2020201122 44270
 14331: 2100201122 46457
 14332: 1102011222 27836
 14333: 1202011222 34397
 14334: 2200201122 53018
 14335: 2102011222 47519
 14336: 2202011222 54080
 14337: 1200000020 32811
 14338: 2000010201 39466
 14339: 2000020201 39547
 14340: 2000100201 39628
 14341: 0001102012 1031
 14342: 0001202012 1274
 14343: 2000200201 39871
 14344: 0002102012 1760
 14345: 0002202012 2003
 14346: 2001000201 40114
 14347: 0010102012 2489
 14348: 0010202012 2732
 14349: 0011002012 2975
 14350: 0111020120 9654
 14351: 0112020120 10383
 14352: 0012002012 3704
 14353: 0121020120 11841
 14354: 0122020120 12570
 14355: 2002000201 40843
 14356: 0020102012 4676
 14357: 0020202012 4919
 14358: 0021002012 5162
 14359: 0211020120 16215
 14360: 0212020120 16944
 14361: 0022002012 5891
 14362: 0221020120 18402
 14363: 0222020120 19131
 14364: 2010000201 41572
 14365: 0100102012 6863
 14366: 0100202012 7106
 14367: 0101002012 7349
 14368: 1011020120 22776
 14369: 1012020120 23505
 14370: 0102002012 8078
 14371: 1021020120 24963
 14372: 1022020120 25692
 14373: 0110002012 8807
 14374: 1101020120 27150
 14375: 1102020120 27879
 14376: 1110020120 28608
 14377: 1110201201 28963
 14378: 1120201201 31150
 14379: 1120020120 30795
 14380: 1210201201 35524
 14381: 1220201201 37711
 14382: 0120002012 10994
 14383: 1201020120 33711
 14384: 1202020120 34440
 14385: 1210020120 35169
 14386: 2110201201 48646
 14387: 2120201201 50833
 14388: 1220020120 37356
 14389: 2210201201 55207
 14390: 2220201201 57394
 14391: 2020000201 43759
 14392: 0200102012 13424
 14393: 0200202012 13667
 14394: 0201002012 13910
 14395: 2011020120 42459
 14396: 2012020120 43188
 14397: 0202002012 14639
 14398: 2021020120 44646
 14399: 2022020120 45375
 14400: 0210002012 15368
 14401: 2101020120 46833
 14402: 2102020120 47562
 14403: 2110020120 48291
 14404: 1110201202 28964
 14405: 1120201202 31151
 14406: 2120020120 50478
 14407: 1210201202 35525
 14408: 1220201202 37712
 14409: 0220002012 17555
 14410: 2201020120 53394
 14411: 2202020120 54123
 14412: 2210020120 54852
 14413: 2110201202 48647
 14414: 2120201202 50834
 14415: 2220020120 57039
 14416: 2210201202 55208
 14417: 2220201202 57395
 14418: 2100000201 45946
 14419: 1000102012 19985
 14420: 1000202012 20228
 14421: 1001002012 20471
 14422: 0011020121 3094
 14423: 0012020121 3823
 14424: 1002002012 21200
 14425: 0021020121 5281
 14426: 0022020121 6010
 14427: 1010002012 21929
 14428: 0101020121 7468
 14429: 0102020121 8197
 14430: 0110020121 8926
 14431: 1110201210 28965
 14432: 1120201210 31152
 14433: 0120020121 11113
 14434: 1210201210 35526
 14435: 1220201210 37713
 14436: 1020002012 24116
 14437: 0201020121 14029
 14438: 0202020121 14758
 14439: 0210020121 15487
 14440: 2110201210 48648
 14441: 2120201210 50835
 14442: 0220020121 17674
 14443: 2210201210 55209
 14444: 2220201210 57396
 14445: 1100002012 26303
 14446: 1001020121 20590
 14447: 1002020121 21319
 14448: 1010020121 22048
 14449: 0110201211 9283
 14450: 0120201211 11470
 14451: 1020020121 24235
 14452: 0210201211 15844
 14453: 0220201211 18031
 14454: 1100020121 26422
 14455: 1010201211 22405
 14456: 1020201211 24592
 14457: 1100201211 26779
 14458: 1102012111 27850
 14459: 1202012111 34411
 14460: 1200201211 33340
 14461: 2102012111 47533
 14462: 2202012111 54094
 14463: 1200020121 32983
 14464: 2010201211 42088
 14465: 2020201211 44275
 14466: 2100201211 46462
 14467: 1102012112 27851
 14468: 1202012112 34412
 14469: 2200201211 53023
 14470: 2102012112 47534
 14471: 2202012112 54095
 14472: 1200002012 32864
 14473: 2001020121 40273
 14474: 2002020121 41002
 14475: 2010020121 41731
 14476: 0110201212 9284
 14477: 0120201212 11471
 14478: 2020020121 43918
 14479: 0210201212 15845
 14480: 0220201212 18032
 14481: 2100020121 46105
 14482: 1010201212 22406
 14483: 1020201212 24593
 14484: 1100201212 26780
 14485: 1102012121 27853
 14486: 1202012121 34414
 14487: 1200201212 33341
 14488: 2102012121 47536
 14489: 2202012121 54097
 14490: 2200020121 52666
 14491: 2010201212 42089
 14492: 2020201212 44276
 14493: 2100201212 46463
 14494: 1102012122 27854
 14495: 1202012122 34415
 14496: 2200201212 53024
 14497: 2102012122 47537
 14498: 2202012122 54098
 14499: 2200000201 52507
 14500: 2000102012 39668
 14501: 2000202012 39911
 14502: 2001002012 40154
 14503: 0011020122 3095
 14504: 0012020122 3824
 14505: 2002002012 40883
 14506: 0021020122 5282
 14507: 0022020122 6011
 14508: 2010002012 41612
 14509: 0101020122 7469
 14510: 0102020122 8198
 14511: 0110020122 8927
 14512: 1110201220 28968
 14513: 1120201220 31155
 14514: 0120020122 11114
 14515: 1210201220 35529
 14516: 1220201220 37716
 14517: 2020002012 43799
 14518: 0201020122 14030
 14519: 0202020122 14759
 14520: 0210020122 15488
 14521: 2110201220 48651
 14522: 2120201220 50838
 14523: 0220020122 17675
 14524: 2210201220 55212
 14525: 2220201220 57399
 14526: 2100002012 45986
 14527: 1001020122 20591
 14528: 1002020122 21320
 14529: 1010020122 22049
 14530: 0110201221 9286
 14531: 0120201221 11473
 14532: 1020020122 24236
 14533: 0210201221 15847
 14534: 0220201221 18034
 14535: 1100020122 26423
 14536: 1010201221 22408
 14537: 1020201221 24595
 14538: 1100201221 26782
 14539: 1102012211 27859
 14540: 1202012211 34420
 14541: 1200201221 33343
 14542: 2102012211 47542
 14543: 2202012211 54103
 14544: 1200020122 32984
 14545: 2010201221 42091
 14546: 2020201221 44278
 14547: 2100201221 46465
 14548: 1102012212 27860
 14549: 1202012212 34421
 14550: 2200201221 53026
 14551: 2102012212 47543
 14552: 2202012212 54104
 14553: 2200002012 52547
 14554: 2001020122 40274
 14555: 2002020122 41003
 14556: 2010020122 41732
 14557: 0110201222 9287
 14558: 0120201222 11474
 14559: 2020020122 43919
 14560: 0210201222 15848
 14561: 0220201222 18035
 14562: 2100020122 46106
 14563: 1010201222 22409
 14564: 1020201222 24596
 14565: 1100201222 26783
 14566: 1102012221 27862
 14567: 1202012221 34423
 14568: 1200201222 33344
 14569: 2102012221 47545
 14570: 2202012221 54106
 14571: 2200020122 52667
 14572: 2010201222 42092
 14573: 2020201222 44279
 14574: 2100201222 46466
 14575: 1102012222 27863
 14576: 1202012222 34424
 14577: 2200201222 53027
 14578: 2102012222 47546
 14579: 2202012222 54107
 14580: 0200000002 13124
 14581: 2000001020 39399
 14582: 2000002020 39426
 14583: 2000010020 39453
 14584: 0000110202 344
 14585: 0000120202 425
 14586: 2000020020 39534
 14587: 0000210202 587
 14588: 0000220202 668
 14589: 2000100020 39615
 14590: 0001010202 830
 14591: 0001020202 911
 14592: 0001100202 992
 14593: 0011102020 3219
 14594: 0011202020 3462
 14595: 0001200202 1235
 14596: 0012102020 3948
 14597: 0012202020 4191
 14598: 2000200020 39858
 14599: 0002010202 1559
 14600: 0002020202 1640
 14601: 0002100202 1721
 14602: 0021102020 5406
 14603: 0021202020 5649
 14604: 0002200202 1964
 14605: 0022102020 6135
 14606: 0022202020 6378
 14607: 2001000020 40101
 14608: 0010010202 2288
 14609: 0010020202 2369
 14610: 0010100202 2450
 14611: 0101102020 7593
 14612: 0101202020 7836
 14613: 0010200202 2693
 14614: 0102102020 8322
 14615: 0102202020 8565
 14616: 0011000202 2936
 14617: 0110102020 9051
 14618: 0110202020 9294
 14619: 0111002020 9537
 14620: 1111020200 29340
 14621: 1112020200 30069
 14622: 0112002020 10266
 14623: 1121020200 31527
 14624: 1122020200 32256
 14625: 0012000202 3665
 14626: 0120102020 11238
 14627: 0120202020 11481
 14628: 0121002020 11724
 14629: 1211020200 35901
 14630: 1212020200 36630
 14631: 0122002020 12453
 14632: 1221020200 38088
 14633: 1222020200 38817
 14634: 2002000020 40830
 14635: 0020010202 4475
 14636: 0020020202 4556
 14637: 0020100202 4637
 14638: 0201102020 14154
 14639: 0201202020 14397
 14640: 0020200202 4880
 14641: 0202102020 14883
 14642: 0202202020 15126
 14643: 0021000202 5123
 14644: 0210102020 15612
 14645: 0210202020 15855
 14646: 0211002020 16098
 14647: 2111020200 49023
 14648: 2112020200 49752
 14649: 0212002020 16827
 14650: 2121020200 51210
 14651: 2122020200 51939
 14652: 0022000202 5852
 14653: 0220102020 17799
 14654: 0220202020 18042
 14655: 0221002020 18285
 14656: 2211020200 55584
 14657: 2212020200 56313
 14658: 0222002020 19014
 14659: 2221020200 57771
 14660: 2222020200 58500
 14661: 2010000020 41559
 14662: 0100010202 6662
 14663: 0100020202 6743
 14664: 0100100202 6824
 14665: 1001102020 20715
 14666: 1001202020 20958
 14667: 0100200202 7067
 14668: 1002102020 21444
 14669: 1002202020 21687
 14670: 0101000202 7310
 14671: 1010102020 22173
 14672: 1010202020 22416
 14673: 1011002020 22659
 14674: 0111020201 9658
 14675: 0112020201 10387
 14676: 1012002020 23388
 14677: 0121020201 11845
 14678: 0122020201 12574
 14679: 0102000202 8039
 14680: 1020102020 24360
 14681: 1020202020 24603
 14682: 1021002020 24846
 14683: 0211020201 16219
 14684: 0212020201 16948
 14685: 1022002020 25575
 14686: 0221020201 18406
 14687: 0222020201 19135
 14688: 0110000202 8768
 14689: 1100102020 26547
 14690: 1100202020 26790
 14691: 1101002020 27033
 14692: 1011020201 22780
 14693: 1012020201 23509
 14694: 1102002020 27762
 14695: 1021020201 24967
 14696: 1022020201 25696
 14697: 1110002020 28491
 14698: 1101020201 27154
 14699: 1102020201 27883
 14700: 1110020201 28612
 14701: 1110202011 28975
 14702: 1120202011 31162
 14703: 1120020201 30799
 14704: 1210202011 35536
 14705: 1220202011 37723
 14706: 1120002020 30678
 14707: 1201020201 33715
 14708: 1202020201 34444
 14709: 1210020201 35173
 14710: 2110202011 48658
 14711: 2120202011 50845
 14712: 1220020201 37360
 14713: 2210202011 55219
 14714: 2220202011 57406
 14715: 0120000202 10955
 14716: 1200102020 33108
 14717: 1200202020 33351
 14718: 1201002020 33594
 14719: 2011020201 42463
 14720: 2012020201 43192
 14721: 1202002020 34323
 14722: 2021020201 44650
 14723: 2022020201 45379
 14724: 1210002020 35052
 14725: 2101020201 46837
 14726: 2102020201 47566
 14727: 2110020201 48295
 14728: 1110202012 28976
 14729: 1120202012 31163
 14730: 2120020201 50482
 14731: 1210202012 35537
 14732: 1220202012 37724
 14733: 1220002020 37239
 14734: 2201020201 53398
 14735: 2202020201 54127
 14736: 2210020201 54856
 14737: 2110202012 48659
 14738: 2120202012 50846
 14739: 2220020201 57043
 14740: 2210202012 55220
 14741: 2220202012 57407
 14742: 2020000020 43746
 14743: 0200010202 13223
 14744: 0200020202 13304
 14745: 0200100202 13385
 14746: 2001102020 40398
 14747: 2001202020 40641
 14748: 0200200202 13628
 14749: 2002102020 41127
 14750: 2002202020 41370
 14751: 0201000202 13871
 14752: 2010102020 41856
 14753: 2010202020 42099
 14754: 2011002020 42342
 14755: 0111020202 9659
 14756: 0112020202 10388
 14757: 2012002020 43071
 14758: 0121020202 11846
 14759: 0122020202 12575
 14760: 0202000202 14600
 14761: 2020102020 44043
 14762: 2020202020 44286
 14763: 2021002020 44529
 14764: 0211020202 16220
 14765: 0212020202 16949
 14766: 2022002020 45258
 14767: 0221020202 18407
 14768: 0222020202 19136
 14769: 0210000202 15329
 14770: 2100102020 46230
 14771: 2100202020 46473
 14772: 2101002020 46716
 14773: 1011020202 22781
 14774: 1012020202 23510
 14775: 2102002020 47445
 14776: 1021020202 24968
 14777: 1022020202 25697
 14778: 2110002020 48174
 14779: 1101020202 27155
 14780: 1102020202 27884
 14781: 1110020202 28613
 14782: 1110202021 28978
 14783: 1120202021 31165
 14784: 1120020202 30800
 14785: 1210202021 35539
 14786: 1220202021 37726
 14787: 2120002020 50361
 14788: 1201020202 33716
 14789: 1202020202 34445
 14790: 1210020202 35174
 14791: 2110202021 48661
 14792: 2120202021 50848
 14793: 1220020202 37361
 14794: 2210202021 55222
 14795: 2220202021 57409
 14796: 0220000202 17516
 14797: 2200102020 52791
 14798: 2200202020 53034
 14799: 2201002020 53277
 14800: 2011020202 42464
 14801: 2012020202 43193
 14802: 2202002020 54006
 14803: 2021020202 44651
 14804: 2022020202 45380
 14805: 2210002020 54735
 14806: 2101020202 46838
 14807: 2102020202 47567
 14808: 2110020202 48296
 14809: 1110202022 28979
 14810: 1120202022 31166
 14811: 2120020202 50483
 14812: 1210202022 35540
 14813: 1220202022 37727
 14814: 2220002020 56922
 14815: 2201020202 53399
 14816: 2202020202 54128
 14817: 2210020202 54857
 14818: 2110202022 48662
 14819: 2120202022 50849
 14820: 2220020202 57044
 14821: 2210202022 55223
 14822: 2220202022 57410
 14823: 2100000020 45933
 14824: 1000010202 19784
 14825: 1000020202 19865
 14826: 1000100202 19946
 14827: 0001102021 1033
 14828: 0001202021 1276
 14829: 1000200202 20189
 14830: 0002102021 1762
 14831: 0002202021 2005
 14832: 1001000202 20432
 14833: 0010102021 2491
 14834: 0010202021 2734
 14835: 0011002021 2977
 14836: 0111020210 9660
 14837: 0112020210 10389
 14838: 0012002021 3706
 14839: 0121020210 11847
 14840: 0122020210 12576
 14841: 1002000202 21161
 14842: 0020102021 4678
 14843: 0020202021 4921
 14844: 0021002021 5164
 14845: 0211020210 16221
 14846: 0212020210 16950
 14847: 0022002021 5893
 14848: 0221020210 18408
 14849: 0222020210 19137
 14850: 1010000202 21890
 14851: 0100102021 6865
 14852: 0100202021 7108
 14853: 0101002021 7351
 14854: 1011020210 22782
 14855: 1012020210 23511
 14856: 0102002021 8080
 14857: 1021020210 24969
 14858: 1022020210 25698
 14859: 0110002021 8809
 14860: 1101020210 27156
 14861: 1102020210 27885
 14862: 1110020210 28614
 14863: 1110202101 28981
 14864: 1120202101 31168
 14865: 1120020210 30801
 14866: 1210202101 35542
 14867: 1220202101 37729
 14868: 0120002021 10996
 14869: 1201020210 33717
 14870: 1202020210 34446
 14871: 1210020210 35175
 14872: 2110202101 48664
 14873: 2120202101 50851
 14874: 1220020210 37362
 14875: 2210202101 55225
 14876: 2220202101 57412
 14877: 1020000202 24077
 14878: 0200102021 13426
 14879: 0200202021 13669
 14880: 0201002021 13912
 14881: 2011020210 42465
 14882: 2012020210 43194
 14883: 0202002021 14641
 14884: 2021020210 44652
 14885: 2022020210 45381
 14886: 0210002021 15370
 14887: 2101020210 46839
 14888: 2102020210 47568
 14889: 2110020210 48297
 14890: 1110202102 28982
 14891: 1120202102 31169
 14892: 2120020210 50484
 14893: 1210202102 35543
 14894: 1220202102 37730
 14895: 0220002021 17557
 14896: 2201020210 53400
 14897: 2202020210 54129
 14898: 2210020210 54858
 14899: 2110202102 48665
 14900: 2120202102 50852
 14901: 2220020210 57045
 14902: 2210202102 55226
 14903: 2220202102 57413
 14904: 1100000202 26264
 14905: 1000102021 19987
 14906: 1000202021 20230
 14907: 1001002021 20473
 14908: 0011020211 3100
 14909: 0012020211 3829
 14910: 1002002021 21202
 14911: 0021020211 5287
 14912: 0022020211 6016
 14913: 1010002021 21931
 14914: 0101020211 7474
 14915: 0102020211 8203
 14916: 0110020211 8932
 14917: 1110202110 28983
 14918: 1120202110 31170
 14919: 0120020211 11119
 14920: 1210202110 35544
 14921: 1220202110 37731
 14922: 1020002021 24118
 14923: 0201020211 14035
 14924: 0202020211 14764
 14925: 0210020211 15493
 14926: 2110202110 48666
 14927: 2120202110 50853
